Date,Outlet,ProductId,ProductName,Variant,Category,QuantitySold,day_of_week,day_of_month,month,is_weekend,lag_1,lag_2,lag_3,lag_7,lag_14,rolling_mean_7,rolling_mean_14,rolling_sum_7,zero_days_7
2025-02-02,SHOP001,5,Americano,Ice Houesblend,Coffee,3,6,2,2,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,7.0,1.0
2025-02-03,SHOP001,5,Americano,Ice Houesblend,Coffee,2,0,3,2,0,3.0,1.0,1.0,0.0,0.0,1.2857142857142858,1.2142857142857142,9.0,1.0
2025-02-04,SHOP001,5,Americano,Ice Houesblend,Coffee,0,1,4,2,0,2.0,3.0,1.0,1.0,3.0,1.5714285714285714,1.3571428571428572,11.0,0.0
2025-02-05,SHOP001,5,Americano,Ice Houesblend,Coffee,1,2,5,2,0,0.0,2.0,3.0,2.0,2.0,1.4285714285714286,1.1428571428571428,10.0,1.0
2025-02-06,SHOP001,5,Americano,Ice Houesblend,Coffee,1,3,6,2,0,1.0,0.0,2.0,1.0,1.0,1.2857142857142858,1.0714285714285714,9.0,1.0
2025-02-07,SHOP001,5,Americano,Ice Houesblend,Coffee,4,4,7,2,0,1.0,1.0,0.0,1.0,0.0,1.2857142857142858,1.0714285714285714,9.0,1.0
2025-02-08,SHOP001,5,Americano,Ice Houesblend,Coffee,0,5,8,2,1,4.0,1.0,1.0,1.0,1.0,1.7142857142857142,1.3571428571428572,12.0,1.0
2025-02-09,SHOP001,5,Americano,Ice Houesblend,Coffee,1,6,9,2,1,0.0,4.0,1.0,3.0,1.0,1.5714285714285714,1.2857142857142858,11.0,2.0
2025-02-10,SHOP001,5,Americano,Ice Houesblend,Coffee,1,0,10,2,0,1.0,0.0,4.0,2.0,0.0,1.2857142857142858,1.2857142857142858,9.0,2.0
2025-02-11,SHOP001,5,Americano,Ice Houesblend,Coffee,3,1,11,2,0,1.0,1.0,0.0,0.0,1.0,1.1428571428571428,1.3571428571428572,8.0,2.0
2025-02-12,SHOP001,5,Americano,Ice Houesblend,Coffee,1,2,12,2,0,3.0,1.0,1.0,1.0,2.0,1.5714285714285714,1.5,11.0,1.0
2025-02-13,SHOP001,5,Americano,Ice Houesblend,Coffee,2,3,13,2,0,1.0,3.0,1.0,1.0,1.0,1.5714285714285714,1.4285714285714286,11.0,1.0
2025-02-14,SHOP001,5,Americano,Ice Houesblend,Coffee,3,4,14,2,0,2.0,1.0,3.0,4.0,1.0,1.7142857142857142,1.5,12.0,1.0
2025-02-15,SHOP001,5,Americano,Ice Houesblend,Coffee,0,5,15,2,1,3.0,2.0,1.0,0.0,1.0,1.5714285714285714,1.6428571428571428,11.0,1.0
2025-02-16,SHOP001,5,Americano,Ice Houesblend,Coffee,2,6,16,2,1,0.0,3.0,2.0,1.0,3.0,1.5714285714285714,1.5714285714285714,11.0,1.0
2025-02-17,SHOP001,5,Americano,Ice Houesblend,Coffee,2,0,17,2,0,2.0,0.0,3.0,1.0,2.0,1.7142857142857142,1.5,12.0,1.0
2025-02-18,SHOP001,5,Americano,Ice Houesblend,Coffee,0,1,18,2,0,2.0,2.0,0.0,3.0,0.0,1.8571428571428572,1.5,13.0,1.0
2025-02-19,SHOP001,5,Americano,Ice Houesblend,Coffee,0,2,19,2,0,0.0,2.0,2.0,1.0,1.0,1.4285714285714286,1.5,10.0,2.0
2025-02-20,SHOP001,5,Americano,Ice Houesblend,Coffee,2,3,20,2,0,0.0,0.0,2.0,2.0,1.0,1.2857142857142858,1.4285714285714286,9.0,3.0
2025-02-21,SHOP001,5,Americano,Ice Houesblend,Coffee,0,4,21,2,0,2.0,0.0,0.0,3.0,4.0,1.2857142857142858,1.5,9.0,3.0
2025-02-22,SHOP001,5,Americano,Ice Houesblend,Coffee,3,5,22,2,1,0.0,2.0,0.0,0.0,0.0,0.8571428571428571,1.2142857142857142,6.0,4.0
2025-02-23,SHOP001,5,Americano,Ice Houesblend,Coffee,3,6,23,2,1,3.0,0.0,2.0,2.0,1.0,1.2857142857142858,1.4285714285714286,9.0,3.0
2025-02-24,SHOP001,5,Americano,Ice Houesblend,Coffee,2,0,24,2,0,3.0,3.0,0.0,2.0,1.0,1.4285714285714286,1.5714285714285714,10.0,3.0
2025-02-25,SHOP001,5,Americano,Ice Houesblend,Coffee,2,1,25,2,0,2.0,3.0,3.0,0.0,3.0,1.4285714285714286,1.6428571428571428,10.0,3.0
2025-02-26,SHOP001,5,Americano,Ice Houesblend,Coffee,1,2,26,2,0,2.0,2.0,3.0,0.0,1.0,1.7142857142857142,1.5714285714285714,12.0,2.0
2025-02-27,SHOP001,5,Americano,Ice Houesblend,Coffee,0,3,27,2,0,1.0,2.0,2.0,2.0,2.0,1.8571428571428572,1.5714285714285714,13.0,1.0
2025-02-28,SHOP001,5,Americano,Ice Houesblend,Coffee,0,4,28,2,0,0.0,1.0,2.0,0.0,3.0,1.5714285714285714,1.4285714285714286,11.0,2.0
2025-03-01,SHOP001,5,Americano,Ice Houesblend,Coffee,0,5,1,3,1,0.0,0.0,1.0,3.0,0.0,1.5714285714285714,1.2142857142857142,11.0,2.0
2025-03-02,SHOP001,5,Americano,Ice Houesblend,Coffee,0,6,2,3,1,0.0,0.0,0.0,3.0,2.0,1.1428571428571428,1.2142857142857142,8.0,3.0
2025-03-03,SHOP001,5,Americano,Ice Houesblend,Coffee,1,0,3,3,0,0.0,0.0,0.0,2.0,2.0,0.7142857142857143,1.0714285714285714,5.0,4.0
2025-03-04,SHOP001,5,Americano,Ice Houesblend,Coffee,1,1,4,3,0,1.0,0.0,0.0,2.0,0.0,0.5714285714285714,1.0,4.0,4.0
2025-03-05,SHOP001,5,Americano,Ice Houesblend,Coffee,1,2,5,3,0,1.0,1.0,0.0,1.0,0.0,0.42857142857142855,1.0714285714285714,3.0,4.0
2025-03-06,SHOP001,5,Americano,Ice Houesblend,Coffee,0,3,6,3,0,1.0,1.0,1.0,0.0,2.0,0.42857142857142855,1.1428571428571428,3.0,4.0
2025-03-07,SHOP001,5,Americano,Ice Houesblend,Coffee,1,4,7,3,0,0.0,1.0,1.0,0.0,0.0,0.42857142857142855,1.0,3.0,4.0
2025-03-08,SHOP001,5,Americano,Ice Houesblend,Coffee,1,5,8,3,1,1.0,0.0,1.0,0.0,3.0,0.5714285714285714,1.0714285714285714,4.0,3.0
2025-03-09,SHOP001,5,Americano,Ice Houesblend,Coffee,2,6,9,3,1,1.0,1.0,0.0,0.0,3.0,0.7142857142857143,0.9285714285714286,5.0,2.0
2025-03-10,SHOP001,5,Americano,Ice Houesblend,Coffee,0,0,10,3,0,2.0,1.0,1.0,1.0,2.0,1.0,0.8571428571428571,7.0,1.0
2025-03-11,SHOP001,5,Americano,Ice Houesblend,Coffee,2,1,11,3,0,0.0,2.0,1.0,1.0,2.0,0.8571428571428571,0.7142857142857143,6.0,2.0
2025-03-12,SHOP001,5,Americano,Ice Houesblend,Coffee,1,2,12,3,0,2.0,0.0,2.0,1.0,1.0,1.0,0.7142857142857143,7.0,2.0
2025-03-13,SHOP001,5,Americano,Ice Houesblend,Coffee,1,3,13,3,0,1.0,2.0,0.0,0.0,0.0,1.0,0.7142857142857143,7.0,2.0
2025-03-14,SHOP001,5,Americano,Ice Houesblend,Coffee,0,4,14,3,0,1.0,1.0,2.0,1.0,0.0,1.1428571428571428,0.7857142857142857,8.0,1.0
2025-03-15,SHOP001,5,Americano,Ice Houesblend,Coffee,2,5,15,3,1,0.0,1.0,1.0,1.0,0.0,1.0,0.7857142857142857,7.0,2.0
2025-03-16,SHOP001,5,Americano,Ice Houesblend,Coffee,0,6,16,3,1,2.0,0.0,1.0,2.0,0.0,1.1428571428571428,0.9285714285714286,8.0,2.0
2025-03-17,SHOP001,5,Americano,Ice Houesblend,Coffee,0,0,17,3,0,0.0,2.0,0.0,0.0,1.0,0.8571428571428571,0.9285714285714286,6.0,3.0
2025-03-18,SHOP001,5,Americano,Ice Houesblend,Coffee,1,1,18,3,0,0.0,0.0,2.0,2.0,1.0,0.8571428571428571,0.8571428571428571,6.0,3.0
2025-03-19,SHOP001,5,Americano,Ice Houesblend,Coffee,1,2,19,3,0,1.0,0.0,0.0,1.0,1.0,0.7142857142857143,0.8571428571428571,5.0,3.0
2025-03-20,SHOP001,5,Americano,Ice Houesblend,Coffee,2,3,20,3,0,1.0,1.0,0.0,1.0,0.0,0.7142857142857143,0.8571428571428571,5.0,3.0
2025-03-21,SHOP001,5,Americano,Ice Houesblend,Coffee,0,4,21,3,0,2.0,1.0,1.0,0.0,1.0,0.8571428571428571,1.0,6.0,3.0
2025-03-22,SHOP001,5,Americano,Ice Houesblend,Coffee,0,5,22,3,1,0.0,2.0,1.0,2.0,1.0,0.8571428571428571,0.9285714285714286,6.0,3.0
2025-03-23,SHOP001,5,Americano,Ice Houesblend,Coffee,1,6,23,3,1,0.0,0.0,2.0,0.0,2.0,0.5714285714285714,0.8571428571428571,4.0,4.0
2025-03-24,SHOP001,5,Americano,Ice Houesblend,Coffee,0,0,24,3,0,1.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.7857142857142857,5.0,3.0
2025-03-25,SHOP001,5,Americano,Ice Houesblend,Coffee,1,1,25,3,0,0.0,1.0,0.0,1.0,2.0,0.7142857142857143,0.7857142857142857,5.0,3.0
2025-03-26,SHOP001,5,Americano,Ice Houesblend,Coffee,1,2,26,3,0,1.0,0.0,1.0,1.0,1.0,0.7142857142857143,0.7142857142857143,5.0,3.0
2025-03-27,SHOP001,5,Americano,Ice Houesblend,Coffee,0,3,27,3,0,1.0,1.0,0.0,2.0,1.0,0.7142857142857143,0.7142857142857143,5.0,3.0
2025-03-28,SHOP001,5,Americano,Ice Houesblend,Coffee,2,4,28,3,0,0.0,1.0,1.0,0.0,0.0,0.42857142857142855,0.6428571428571429,3.0,4.0
2025-03-29,SHOP001,5,Americano,Ice Houesblend,Coffee,0,5,29,3,1,2.0,0.0,1.0,0.0,2.0,0.7142857142857143,0.7857142857142857,5.0,3.0
2025-03-30,SHOP001,5,Americano,Ice Houesblend,Coffee,0,6,30,3,1,0.0,2.0,0.0,1.0,0.0,0.7142857142857143,0.6428571428571429,5.0,3.0
2025-03-31,SHOP001,5,Americano,Ice Houesblend,Coffee,1,0,31,3,0,0.0,0.0,2.0,0.0,0.0,0.5714285714285714,0.6428571428571429,4.0,4.0
2025-04-01,SHOP001,5,Americano,Ice Houesblend,Coffee,1,1,1,4,0,1.0,0.0,0.0,1.0,1.0,0.7142857142857143,0.7142857142857143,5.0,3.0
2025-04-02,SHOP001,5,Americano,Ice Houesblend,Coffee,0,2,2,4,0,1.0,1.0,0.0,1.0,1.0,0.7142857142857143,0.7142857142857143,5.0,3.0
2025-04-03,SHOP001,5,Americano,Ice Houesblend,Coffee,1,3,3,4,0,0.0,1.0,1.0,0.0,2.0,0.5714285714285714,0.6428571428571429,4.0,4.0
2025-04-04,SHOP001,5,Americano,Ice Houesblend,Coffee,2,4,4,4,0,1.0,0.0,1.0,2.0,0.0,0.7142857142857143,0.5714285714285714,5.0,3.0
2025-04-05,SHOP001,5,Americano,Ice Houesblend,Coffee,4,5,5,4,1,2.0,1.0,0.0,0.0,0.0,0.7142857142857143,0.7142857142857143,5.0,3.0
2025-04-06,SHOP001,5,Americano,Ice Houesblend,Coffee,0,6,6,4,1,4.0,2.0,1.0,0.0,1.0,1.2857142857142858,1.0,9.0,2.0
2025-04-07,SHOP001,5,Americano,Ice Houesblend,Coffee,0,0,7,4,0,0.0,4.0,2.0,1.0,0.0,1.2857142857142858,0.9285714285714286,9.0,2.0
2025-04-08,SHOP001,5,Americano,Ice Houesblend,Coffee,3,1,8,4,0,0.0,0.0,4.0,1.0,1.0,1.1428571428571428,0.9285714285714286,8.0,3.0
2025-04-09,SHOP001,5,Americano,Ice Houesblend,Coffee,2,2,9,4,0,3.0,0.0,0.0,0.0,1.0,1.4285714285714286,1.0714285714285714,10.0,3.0
2025-04-10,SHOP001,5,Americano,Ice Houesblend,Coffee,2,3,10,4,0,2.0,3.0,0.0,1.0,0.0,1.7142857142857142,1.1428571428571428,12.0,2.0
2025-04-11,SHOP001,5,Americano,Ice Houesblend,Coffee,2,4,11,4,0,2.0,2.0,3.0,2.0,2.0,1.8571428571428572,1.2857142857142858,13.0,2.0
2025-04-12,SHOP001,5,Americano,Ice Houesblend,Coffee,1,5,12,4,1,2.0,2.0,2.0,4.0,0.0,1.8571428571428572,1.2857142857142858,13.0,2.0
2025-04-13,SHOP001,5,Americano,Ice Houesblend,Coffee,4,6,13,4,1,1.0,2.0,2.0,0.0,0.0,1.4285714285714286,1.3571428571428572,10.0,2.0
2025-04-14,SHOP001,5,Americano,Ice Houesblend,Coffee,1,0,14,4,0,4.0,1.0,2.0,0.0,1.0,2.0,1.6428571428571428,14.0,1.0
2025-04-15,SHOP001,5,Americano,Ice Houesblend,Coffee,0,1,15,4,0,1.0,4.0,1.0,3.0,1.0,2.142857142857143,1.6428571428571428,15.0,0.0
2025-04-16,SHOP001,5,Americano,Ice Houesblend,Coffee,1,2,16,4,0,0.0,1.0,4.0,2.0,0.0,1.7142857142857142,1.5714285714285714,12.0,1.0
2025-04-17,SHOP001,5,Americano,Ice Houesblend,Coffee,3,3,17,4,0,1.0,0.0,1.0,2.0,1.0,1.5714285714285714,1.6428571428571428,11.0,1.0
2025-04-18,SHOP001,5,Americano,Ice Houesblend,Coffee,1,4,18,4,0,3.0,1.0,0.0,2.0,2.0,1.7142857142857142,1.7857142857142858,12.0,1.0
2025-04-19,SHOP001,5,Americano,Ice Houesblend,Coffee,4,5,19,4,1,1.0,3.0,1.0,1.0,4.0,1.5714285714285714,1.7142857142857142,11.0,1.0
2025-04-20,SHOP001,5,Americano,Ice Houesblend,Coffee,4,6,20,4,1,4.0,1.0,3.0,4.0,0.0,2.0,1.7142857142857142,14.0,1.0
2025-04-21,SHOP001,5,Americano,Ice Houesblend,Coffee,1,0,21,4,0,4.0,4.0,1.0,1.0,0.0,2.0,2.0,14.0,1.0
2025-04-22,SHOP001,5,Americano,Ice Houesblend,Coffee,2,1,22,4,0,1.0,4.0,4.0,0.0,3.0,2.0,2.0714285714285716,14.0,1.0
2025-04-23,SHOP001,5,Americano,Ice Houesblend,Coffee,2,2,23,4,0,2.0,1.0,4.0,1.0,2.0,2.2857142857142856,2.0,16.0,0.0
2025-04-24,SHOP001,5,Americano,Ice Houesblend,Coffee,0,3,24,4,0,2.0,2.0,1.0,3.0,2.0,2.4285714285714284,2.0,17.0,0.0
2025-04-25,SHOP001,5,Americano,Ice Houesblend,Coffee,2,4,25,4,0,0.0,2.0,2.0,1.0,2.0,2.0,1.8571428571428572,14.0,1.0
2025-04-26,SHOP001,5,Americano,Ice Houesblend,Coffee,0,5,26,4,1,2.0,0.0,2.0,4.0,1.0,2.142857142857143,1.8571428571428572,15.0,1.0
2025-04-27,SHOP001,5,Americano,Ice Houesblend,Coffee,2,6,27,4,1,0.0,2.0,0.0,4.0,4.0,1.5714285714285714,1.7857142857142858,11.0,2.0
2025-04-28,SHOP001,5,Americano,Ice Houesblend,Coffee,2,0,28,4,0,2.0,0.0,2.0,1.0,1.0,1.2857142857142858,1.6428571428571428,9.0,2.0
2025-04-29,SHOP001,5,Americano,Ice Houesblend,Coffee,1,1,29,4,0,2.0,2.0,0.0,2.0,0.0,1.4285714285714286,1.7142857142857142,10.0,2.0
2025-04-30,SHOP001,5,Americano,Ice Houesblend,Coffee,0,2,30,4,0,1.0,2.0,2.0,2.0,1.0,1.2857142857142858,1.7857142857142858,9.0,2.0
2025-05-01,SHOP001,5,Americano,Ice Houesblend,Coffee,1,3,1,5,0,0.0,1.0,2.0,0.0,3.0,1.0,1.7142857142857142,7.0,3.0
2025-05-02,SHOP001,5,Americano,Ice Houesblend,Coffee,1,4,2,5,0,1.0,0.0,1.0,2.0,1.0,1.1428571428571428,1.5714285714285714,8.0,2.0
2025-05-03,SHOP001,5,Americano,Ice Houesblend,Coffee,1,5,3,5,1,1.0,1.0,0.0,0.0,4.0,1.0,1.5714285714285714,7.0,2.0
2025-05-04,SHOP001,5,Americano,Ice Houesblend,Coffee,0,6,4,5,1,1.0,1.0,1.0,2.0,4.0,1.1428571428571428,1.3571428571428572,8.0,1.0
2025-05-05,SHOP001,5,Americano,Ice Houesblend,Coffee,1,0,5,5,0,0.0,1.0,1.0,2.0,1.0,0.8571428571428571,1.0714285714285714,6.0,2.0
2025-05-06,SHOP001,5,Americano,Ice Houesblend,Coffee,1,1,6,5,0,1.0,0.0,1.0,1.0,2.0,0.7142857142857143,1.0714285714285714,5.0,2.0
2025-05-07,SHOP001,5,Americano,Ice Houesblend,Coffee,3,2,7,5,0,1.0,1.0,0.0,0.0,2.0,0.7142857142857143,1.0,5.0,2.0
2025-05-08,SHOP001,5,Americano,Ice Houesblend,Coffee,0,3,8,5,0,3.0,1.0,1.0,1.0,0.0,1.1428571428571428,1.0714285714285714,8.0,1.0
2025-05-09,SHOP001,5,Americano,Ice Houesblend,Coffee,0,4,9,5,0,0.0,3.0,1.0,1.0,2.0,1.0,1.0714285714285714,7.0,2.0
2025-05-10,SHOP001,5,Americano,Ice Houesblend,Coffee,3,5,10,5,1,0.0,0.0,3.0,1.0,0.0,0.8571428571428571,0.9285714285714286,6.0,3.0
2025-05-11,SHOP001,5,Americano,Ice Houesblend,Coffee,1,6,11,5,1,3.0,0.0,0.0,0.0,2.0,1.1428571428571428,1.1428571428571428,8.0,3.0
2025-05-12,SHOP001,5,Americano,Ice Houesblend,Coffee,3,0,12,5,0,1.0,3.0,0.0,1.0,2.0,1.2857142857142858,1.0714285714285714,9.0,2.0
2025-05-13,SHOP001,5,Americano,Ice Houesblend,Coffee,1,1,13,5,0,3.0,1.0,3.0,1.0,1.0,1.5714285714285714,1.1428571428571428,11.0,2.0
2025-05-14,SHOP001,5,Americano,Ice Houesblend,Coffee,0,2,14,5,0,1.0,3.0,1.0,3.0,0.0,1.5714285714285714,1.1428571428571428,11.0,2.0
2025-05-15,SHOP001,5,Americano,Ice Houesblend,Coffee,0,3,15,5,0,0.0,1.0,3.0,0.0,1.0,1.1428571428571428,1.1428571428571428,8.0,3.0
2025-05-16,SHOP001,5,Americano,Ice Houesblend,Coffee,2,4,16,5,0,0.0,0.0,1.0,0.0,1.0,1.1428571428571428,1.0714285714285714,8.0,3.0
2025-05-17,SHOP001,5,Americano,Ice Houesblend,Coffee,1,5,17,5,1,2.0,0.0,0.0,3.0,1.0,1.4285714285714286,1.1428571428571428,10.0,2.0
2025-05-18,SHOP001,5,Americano,Ice Houesblend,Coffee,1,6,18,5,1,1.0,2.0,0.0,1.0,0.0,1.1428571428571428,1.1428571428571428,8.0,2.0
2025-05-19,SHOP001,5,Americano,Ice Houesblend,Coffee,2,0,19,5,0,1.0,1.0,2.0,3.0,1.0,1.1428571428571428,1.2142857142857142,8.0,2.0
2025-05-20,SHOP001,5,Americano,Ice Houesblend,Coffee,1,1,20,5,0,2.0,1.0,1.0,1.0,1.0,1.0,1.2857142857142858,7.0,2.0
2025-05-21,SHOP001,5,Americano,Ice Houesblend,Coffee,1,2,21,5,0,1.0,2.0,1.0,0.0,3.0,1.0,1.2857142857142858,7.0,2.0
2025-05-22,SHOP001,5,Americano,Ice Houesblend,Coffee,1,3,22,5,0,1.0,1.0,2.0,0.0,0.0,1.1428571428571428,1.1428571428571428,8.0,1.0
2025-05-23,SHOP001,5,Americano,Ice Houesblend,Coffee,1,4,23,5,0,1.0,1.0,1.0,2.0,0.0,1.2857142857142858,1.2142857142857142,9.0,0.0
2025-05-24,SHOP001,5,Americano,Ice Houesblend,Coffee,0,5,24,5,1,1.0,1.0,1.0,1.0,3.0,1.1428571428571428,1.2857142857142858,8.0,0.0
2025-05-25,SHOP001,5,Americano,Ice Houesblend,Coffee,0,6,25,5,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0714285714285714,7.0,1.0
2025-05-26,SHOP001,5,Americano,Ice Houesblend,Coffee,2,0,26,5,0,0.0,0.0,1.0,2.0,3.0,0.8571428571428571,1.0,6.0,2.0
2025-05-27,SHOP001,5,Americano,Ice Houesblend,Coffee,1,1,27,5,0,2.0,0.0,0.0,1.0,1.0,0.8571428571428571,0.9285714285714286,6.0,2.0
2025-05-28,SHOP001,5,Americano,Ice Houesblend,Coffee,1,2,28,5,0,1.0,2.0,0.0,1.0,0.0,0.8571428571428571,0.9285714285714286,6.0,2.0
2025-05-29,SHOP001,5,Americano,Ice Houesblend,Coffee,1,3,29,5,0,1.0,1.0,2.0,1.0,0.0,0.8571428571428571,1.0,6.0,2.0
2025-05-30,SHOP001,5,Americano,Ice Houesblend,Coffee,1,4,30,5,0,1.0,1.0,1.0,1.0,2.0,0.8571428571428571,1.0714285714285714,6.0,2.0
2025-05-31,SHOP001,5,Americano,Ice Houesblend,Coffee,0,5,31,5,1,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,1.0,6.0,2.0
2025-06-01,SHOP001,5,Americano,Ice Houesblend,Coffee,2,6,1,6,1,0.0,1.0,1.0,0.0,1.0,0.8571428571428571,0.9285714285714286,6.0,2.0
2025-06-02,SHOP001,5,Americano,Ice Houesblend,Coffee,2,0,2,6,0,2.0,0.0,1.0,2.0,2.0,1.1428571428571428,1.0,8.0,1.0
2025-06-03,SHOP001,5,Americano,Ice Houesblend,Coffee,0,1,3,6,0,2.0,2.0,0.0,1.0,1.0,1.1428571428571428,1.0,8.0,1.0
2025-06-04,SHOP001,5,Americano,Ice Houesblend,Coffee,1,2,4,6,0,0.0,2.0,2.0,1.0,1.0,1.0,0.9285714285714286,7.0,2.0
2025-06-05,SHOP001,5,Americano,Ice Houesblend,Coffee,0,3,5,6,0,1.0,0.0,2.0,1.0,1.0,1.0,0.9285714285714286,7.0,2.0
2025-06-06,SHOP001,5,Americano,Ice Houesblend,Coffee,2,4,6,6,0,0.0,1.0,0.0,1.0,1.0,0.8571428571428571,0.8571428571428571,6.0,3.0
2025-06-07,SHOP001,5,Americano,Ice Houesblend,Coffee,0,5,7,6,1,2.0,0.0,1.0,0.0,0.0,1.0,0.9285714285714286,7.0,3.0
2025-06-08,SHOP001,5,Americano,Ice Houesblend,Coffee,1,6,8,6,1,0.0,2.0,0.0,2.0,0.0,1.0,0.9285714285714286,7.0,3.0
2025-06-09,SHOP001,5,Americano,Ice Houesblend,Coffee,1,0,9,6,0,1.0,0.0,2.0,2.0,2.0,0.8571428571428571,1.0,6.0,3.0
2025-06-10,SHOP001,5,Americano,Ice Houesblend,Coffee,3,1,10,6,0,1.0,1.0,0.0,0.0,1.0,0.7142857142857143,0.9285714285714286,5.0,3.0
2025-06-11,SHOP001,5,Americano,Ice Houesblend,Coffee,2,2,11,6,0,3.0,1.0,1.0,1.0,1.0,1.1428571428571428,1.0714285714285714,8.0,2.0
2025-06-12,SHOP001,5,Americano,Ice Houesblend,Coffee,1,3,12,6,0,2.0,3.0,1.0,0.0,1.0,1.2857142857142858,1.1428571428571428,9.0,2.0
2025-06-13,SHOP001,5,Americano,Ice Houesblend,Coffee,2,4,13,6,0,1.0,2.0,3.0,2.0,1.0,1.4285714285714286,1.1428571428571428,10.0,1.0
2025-06-14,SHOP001,5,Americano,Ice Houesblend,Coffee,3,5,14,6,1,2.0,1.0,2.0,0.0,0.0,1.4285714285714286,1.2142857142857142,10.0,1.0
2025-06-15,SHOP001,5,Americano,Ice Houesblend,Coffee,1,6,15,6,1,3.0,2.0,1.0,1.0,2.0,1.8571428571428572,1.4285714285714286,13.0,0.0
2025-06-16,SHOP001,5,Americano,Ice Houesblend,Coffee,0,0,16,6,0,1.0,3.0,2.0,1.0,2.0,1.8571428571428572,1.3571428571428572,13.0,0.0
2025-06-17,SHOP001,5,Americano,Ice Houesblend,Coffee,2,1,17,6,0,0.0,1.0,3.0,3.0,0.0,1.7142857142857142,1.2142857142857142,12.0,1.0
2025-06-18,SHOP001,5,Americano,Ice Houesblend,Coffee,0,2,18,6,0,2.0,0.0,1.0,2.0,1.0,1.5714285714285714,1.3571428571428572,11.0,1.0
2025-06-19,SHOP001,5,Americano,Ice Houesblend,Coffee,4,3,19,6,0,0.0,2.0,0.0,1.0,0.0,1.2857142857142858,1.2857142857142858,9.0,2.0
2025-06-20,SHOP001,5,Americano,Ice Houesblend,Coffee,2,4,20,6,0,4.0,0.0,2.0,2.0,2.0,1.7142857142857142,1.5714285714285714,12.0,2.0
2025-06-21,SHOP001,5,Americano,Ice Houesblend,Coffee,2,5,21,6,1,2.0,4.0,0.0,3.0,0.0,1.7142857142857142,1.5714285714285714,12.0,2.0
