Outlet,ProductId,ProductName,Variant,MAE,RMSE,ExactAccuracy,Within1Accuracy,Bias,TotalActual,TotalForecast
SHOP001,31,Cappuccino,Ice Houseblend,0.6956521739130435,1.0,0.41304347826086957,0.9239130434782609,-0.021739130434782608,94.0,92.0
SHOP001,32,Cappuccino,Ice Arabica,0.9021739130434783,1.2811340085354408,0.34782608695652173,0.8260869565217391,-0.25,120.0,97.0
SHOP001,33,Chamomile,-,0.8369565217391305,1.1082693127418162,0.33695652173913043,0.8478260869565217,-0.03260869565217391,112.0,109.0
SHOP001,34,Chocolate,Hot,0.9239130434782609,1.3633398887195787,0.3804347826086957,0.8043478260869565,-0.22826086956521738,120.0,99.0
SHOP001,35,Chocolate,Ice,0.9130434782608695,1.2423680054112651,0.33695652173913043,0.7934782608695652,-0.15217391304347827,128.0,114.0
SHOP001,36,Cold Brew,-,0.7282608695652174,0.9945503681476412,0.391304347826087,0.8913043478260869,-0.14130434782608695,109.0,96.0
SHOP001,37,Chocolate (Gedhe),-,0.75,1.1468292773139113,0.44565217391304346,0.8804347826086957,-0.14130434782608695,108.0,95.0
SHOP001,38,Creamy Klepon,-,0.8478260869565217,1.179535649239177,0.33695652173913043,0.8804347826086957,-0.10869565217391304,113.0,103.0
SHOP001,39,Donat Polos,-,0.8260869565217391,1.179535649239177,0.391304347826087,0.8369565217391305,-0.021739130434782608,100.0,98.0
SHOP001,4,Americano,Hot Houseblend,0.782608695652174,1.03209369308428,0.32608695652173914,0.9130434782608695,-0.021739130434782608,96.0,94.0
SHOP001,40,Espresso Arabica,On The Rock,0.6847826086956522,0.9612039551927889,0.41304347826086957,0.9239130434782609,-0.11956521739130435,108.0,97.0
SHOP001,41,Espresso Arabica,Basic Espresso,0.9565217391304348,1.224744871391589,0.2608695652173913,0.8369565217391305,-0.08695652173913043,108.0,100.0
SHOP001,42,Espresso Houseblend,On The Rock,0.717391304347826,0.9555330859059091,0.3804347826086957,0.9021739130434783,-0.10869565217391304,102.0,92.0
SHOP001,43,Espresso Houseblend,Basic Espresso,0.9130434782608695,1.2597446256043843,0.32608695652173914,0.8260869565217391,-0.2391304347826087,121.0,99.0
SHOP001,44,Extra Shot,Houseblend,0.8369565217391305,1.1373118573502894,0.32608695652173914,0.8804347826086957,0.010869565217391304,105.0,106.0
SHOP001,45,Extra Shot,Arabica,0.7717391304347826,0.9835605239881408,0.32608695652173914,0.9021739130434783,0.03260869565217391,97.0,100.0
SHOP001,46,Forbidden Berry,-,0.9130434782608695,1.2158375177486576,0.31521739130434784,0.8152173913043478,-0.08695652173913043,109.0,101.0
SHOP001,47,Friendly Coffee,Hot double shot,0.8478260869565217,1.0529461772445508,0.2717391304347826,0.8913043478260869,-0.021739130434782608,101.0,99.0
SHOP001,48,Friendly Coffee,Ice double shot,0.9239130434782609,1.174919053641014,0.2717391304347826,0.8369565217391305,-0.05434782608695652,102.0,97.0
SHOP001,49,Friendly Coffee,Hot,1.0217391304347827,1.285369173834303,0.2608695652173913,0.75,-0.21739130434782608,126.0,106.0
SHOP001,5,Americano,Ice Houesblend,0.782608695652174,1.103354568734741,0.3804347826086957,0.8804347826086957,-0.06521739130434782,108.0,102.0
SHOP001,50,Friendly Coffee,Ice,0.8913043478260869,1.132523154576618,0.29347826086956524,0.8260869565217391,-0.13043478260869565,131.0,119.0
SHOP001,51,Friendly Coffee (Gedhe),-,0.7065217391304348,1.0268144068364822,0.41304347826086957,0.9239130434782609,-0.14130434782608695,110.0,97.0
SHOP001,52,Green Apple,-,1.0,1.4370864244381225,0.34782608695652173,0.7717391304347826,-0.2391304347826087,130.0,108.0
SHOP001,53,Green Thai Tea,-,0.8804347826086957,1.1656310103003922,0.32608695652173914,0.8260869565217391,-0.16304347826086957,114.0,99.0
SHOP001,54,Green Thai Tea (Gedhe),-,0.9891304347826086,1.4408632678091766,0.358695652173913,0.782608695652174,-0.05434782608695652,114.0,109.0
SHOP001,55,Gula Gula,-,0.8369565217391305,1.1656310103003922,0.358695652173913,0.8586956521739131,-0.11956521739130435,116.0,105.0
SHOP001,56,Happy Moca,Hot,0.7717391304347826,1.0477719632422513,0.3695652173913043,0.8804347826086957,-0.16304347826086957,109.0,94.0
SHOP001,57,Happy Moca,Ice,0.6739130434782609,0.9555330859059091,0.40217391304347827,0.9565217391304348,0.043478260869565216,86.0,90.0
SHOP001,58,Hazelnut Latte,-,1.0217391304347827,1.2683436648534627,0.22826086956521738,0.7934782608695652,0.08695652173913043,98.0,106.0
SHOP001,59,Hazelnut Latte (Gedhe),-,0.7717391304347826,1.0884771971408735,0.40217391304347827,0.8478260869565217,-0.18478260869565216,122.0,105.0
SHOP001,6,Americano,Hot Arabica,0.9130434782608695,1.179535649239177,0.2826086956521739,0.8478260869565217,-0.08695652173913043,108.0,100.0
SHOP001,60,Jasmine,Ice,0.9347826086956522,1.2597446256043843,0.32608695652173914,0.7934782608695652,-0.13043478260869565,119.0,107.0
SHOP001,61,Jasmine,Hot,0.8478260869565217,1.2597446256043843,0.40217391304347827,0.8260869565217391,-0.2608695652173913,135.0,111.0
SHOP001,62,Jus Semangka,-,0.8478260869565217,1.1131623577819225,0.30434782608695654,0.8804347826086957,-0.021739130434782608,109.0,107.0
SHOP001,63,Lemon Tea,Hot,0.8478260869565217,1.06321906614239,0.2826086956521739,0.8804347826086957,-0.13043478260869565,108.0,96.0
SHOP001,64,Lemon Tea,Ice,0.9456521739130435,1.2023527660021593,0.2608695652173913,0.8369565217391305,-0.03260869565217391,114.0,111.0
SHOP001,65,Lemons,-,0.7391304347826086,1.0215078369104984,0.391304347826087,0.8913043478260869,-0.043478260869565216,101.0,97.0
SHOP001,66,Matcha Espresso,-,0.717391304347826,1.0425720702853738,0.42391304347826086,0.8913043478260869,-0.17391304347826086,112.0,96.0
SHOP001,67,Matcha Latte,Ice,0.8043478260869565,1.1420804814403216,0.41304347826086957,0.8043478260869565,-0.06521739130434782,115.0,109.0
SHOP001,68,Matcha Latte,Hot,0.7717391304347826,1.0268144068364822,0.33695652173913043,0.9239130434782609,-0.07608695652173914,108.0,101.0
SHOP001,69,Matcha Latte (Gedhe),-,0.717391304347826,0.9890707100936805,0.391304347826087,0.9130434782608695,0.021739130434782608,90.0,92.0
SHOP001,7,Americano,Ice Arabica,0.8152173913043478,1.0884771971408735,0.33695652173913043,0.8695652173913043,-0.03260869565217391,102.0,99.0
SHOP001,70,Matchapresso,-,0.7717391304347826,1.0268144068364822,0.34782608695652173,0.9021739130434783,-0.05434782608695652,108.0,103.0
SHOP001,71,Matchapresso (Gedhe),-,0.8043478260869565,1.122884484360431,0.3695652173913043,0.8804347826086957,0.0,94.0,94.0
SHOP001,72,Moody,-,0.8913043478260869,1.1978241142570356,0.31521739130434784,0.8369565217391305,-0.043478260869565216,108.0,104.0
SHOP001,73,Nostaltea,-,0.8152173913043478,1.0683184674178796,0.33695652173913043,0.8586956521739131,-0.11956521739130435,108.0,97.0
SHOP001,74,Not Tiramisu Latte,-,0.7065217391304348,0.9945503681476412,0.41304347826086957,0.9021739130434783,-0.09782608695652174,115.0,106.0
SHOP001,75,Not Tiramisu Latte (Gedhe),-,0.782608695652174,1.06321906614239,0.358695652173913,0.8913043478260869,-0.15217391304347827,108.0,94.0
SHOP001,76,Nutella Meses,-,0.8260869565217391,1.122884484360431,0.34782608695652173,0.8695652173913043,-0.10869565217391304,109.0,99.0
SHOP001,77,Red Apple,-,0.9130434782608695,1.2510864843424485,0.2717391304347826,0.8913043478260869,-0.13043478260869565,107.0,95.0
SHOP001,78,Red Liquid,-,0.7608695652173914,1.03209369308428,0.358695652173913,0.9130434782608695,0.021739130434782608,90.0,92.0
SHOP001,79,Shakencano,-,0.8913043478260869,1.2683436648534627,0.3804347826086957,0.782608695652174,-0.06521739130434782,114.0,108.0
SHOP001,8,Apple Pie Latte,-,0.8695652173913043,1.2423680054112651,0.31521739130434784,0.8913043478260869,0.043478260869565216,98.0,102.0
SHOP001,80,Sitrus Cafe,-,0.8586956521739131,1.2023527660021593,0.391304347826087,0.7934782608695652,-0.11956521739130435,112.0,101.0
SHOP001,81,Soft Tea,-,0.7391304347826086,1.0108111250054497,0.3804347826086957,0.9021739130434783,0.021739130434782608,106.0,108.0
SHOP001,82,Summer,-,0.8586956521739131,1.118033988749895,0.30434782608695654,0.8695652173913043,-0.05434782608695652,105.0,100.0
SHOP001,83,Sunset,-,0.7608695652173914,1.0934588121703732,0.391304347826087,0.8804347826086957,-0.13043478260869565,118.0,106.0
SHOP001,84,Susu Oat,-,0.8586956521739131,1.1468292773139113,0.32608695652173914,0.8478260869565217,-0.16304347826086957,114.0,99.0
SHOP001,85,Thai Tea,-,0.9239130434782609,1.2640514574005766,0.33695652173913043,0.7934782608695652,-0.03260869565217391,107.0,104.0
SHOP001,86,Thai Tea (Gedhe),-,0.7608695652173914,1.0215078369104984,0.3804347826086957,0.8586956521739131,-0.13043478260869565,110.0,98.0
SHOP001,87,Upgrade Beans (Arabica),-,0.8478260869565217,1.1515584902738285,0.31521739130434784,0.8913043478260869,0.0,106.0,106.0
SHOP001,88,Vanilla Latte,-,0.7717391304347826,1.0683184674178796,0.40217391304347827,0.8369565217391305,-0.05434782608695652,108.0,103.0
SHOP001,89,Vanilla Latte (Gedhe),-,0.7282608695652174,1.037346112212187,0.42391304347826086,0.8695652173913043,-0.07608695652173914,107.0,100.0
SHOP001,9,Apple Pie Latte (Gedhe),-,0.75,1.0580950890119962,0.40217391304347827,0.8804347826086957,-0.05434782608695652,99.0,94.0
SHOP001,90,WHITE,-,1.076086956521739,1.3228756555322954,0.21739130434782608,0.7391304347826086,0.03260869565217391,114.0,117.0
SHOP001,91,WHITE,Houseblend,0.8260869565217391,1.1131623577819225,0.358695652173913,0.8369565217391305,-0.15217391304347827,114.0,100.0
SHOP001,92,WHITE,Arabica,0.9021739130434783,1.1841342462083757,0.30434782608695654,0.8369565217391305,-0.05434782608695652,100.0,95.0
SHOP001,93,Croffle,-,0.8804347826086957,1.2726213959349042,0.3804347826086957,0.8043478260869565,-0.010869565217391304,115.0,114.0
SHOP001,94,Creamy Chocolate Cake,-,0.7934782608695652,1.098417834492155,0.3804347826086957,0.8586956521739131,-0.05434782608695652,99.0,94.0
SHOP001,95,Waffle,-,0.8913043478260869,1.1978241142570356,0.34782608695652173,0.7934782608695652,-0.021739130434782608,106.0,104.0
SHOP001,96,Pisang Coklat,-,0.6521739130434783,0.920774721067277,0.44565217391304346,0.9021739130434783,-0.043478260869565216,103.0,99.0
SHOP002,10,BLACK,-,0.4891304347826087,0.8008148024519071,0.5760869565217391,0.9456521739130435,-0.11956521739130435,53.0,42.0
SHOP002,11,BLACK,Houseblend,0.6956521739130435,0.9088932591463857,0.3695652173913043,0.9347826086956522,0.17391304347826086,54.0,70.0
SHOP002,12,BLACK,Arabica,0.5869565217391305,0.872278375988647,0.4891304347826087,0.9347826086956522,-0.10869565217391304,45.0,35.0
SHOP002,13,Banana Bread,Chocolate,0.43478260869565216,0.7223151185146152,0.6086956521739131,0.9565217391304348,-0.043478260869565216,40.0,36.0
SHOP002,14,Banana Bread,Original,0.5217391304347826,0.8469895538599198,0.5652173913043478,0.9239130434782609,-0.2826086956521739,47.0,21.0
SHOP002,15,Basic Latte,Hot Arabica,0.6413043478260869,0.9148532788043832,0.44565217391304346,0.9239130434782609,-0.07608695652173914,45.0,38.0
SHOP002,16,Basic Latte,Ice Houseblend,0.5978260869565217,0.8142748174055671,0.43478260869565216,0.967391304347826,-0.05434782608695652,45.0,40.0
SHOP002,17,Basic Latte,Hot Houseblend,0.6304347826086957,0.9088932591463857,0.44565217391304346,0.9456521739130435,0.021739130434782608,52.0,54.0
SHOP002,18,Basic Latte,Ice Arabica,0.5869565217391305,0.8597269536210951,0.4782608695652174,0.9456521739130435,-0.1956521739130435,47.0,29.0
SHOP002,19,Berry Cake,-,0.6304347826086957,0.8968544062928813,0.42391304347826086,0.967391304347826,0.08695652173913043,53.0,61.0
SHOP002,20,Biru,-,0.7065217391304348,0.949828359780586,0.3695652173913043,0.9456521739130435,0.03260869565217391,48.0,51.0
SHOP002,21,Biru (Gedhe),-,0.532608695652174,0.8405484751817915,0.5434782608695652,0.9347826086956522,-0.07608695652173914,43.0,36.0
SHOP002,22,Black Rice,Ice,0.5652173913043478,0.7939992333804207,0.4673913043478261,0.967391304347826,0.0,44.0,44.0
SHOP002,23,Black Rice,Hot,0.4782608695652174,0.7372097807744856,0.5543478260869565,0.967391304347826,-0.10869565217391304,52.0,42.0
SHOP002,24,Burnt Sugar,-,0.5543478260869565,0.8784868413555109,0.5217391304347826,0.9456521739130435,-0.11956521739130435,37.0,26.0
SHOP002,25,Butterscotch,-,0.7282608695652174,0.902893898143269,0.31521739130434784,0.9565217391304348,0.2717391304347826,46.0,71.0
SHOP002,26,Butterscotch Latte (Gedhe),-,0.5217391304347826,0.7801894976054939,0.5217391304347826,0.9565217391304348,-0.17391304347826086,38.0,22.0
SHOP002,27,Candy Latte,-,0.5434782608695652,0.8075728530872482,0.5108695652173914,0.9456521739130435,-0.06521739130434782,56.0,50.0
SHOP002,28,Candy Latte (Gedhe),-,0.7934782608695652,1.0580950890119962,0.34782608695652173,0.8804347826086957,0.010869565217391304,60.0,61.0
SHOP002,29,Cappuccino,Hot Houseblend,0.5434782608695652,0.8209220690651828,0.5217391304347826,0.9347826086956522,-0.10869565217391304,45.0,35.0
SHOP002,3,Air Mineral,-,0.5543478260869565,0.8275159265510557,0.5108695652173914,0.9347826086956522,-0.14130434782608695,42.0,29.0
SHOP002,30,Cappuccino,Hot Arabica,0.3804347826086957,0.6510860492118233,0.6413043478260869,0.9782608695652174,-0.09782608695652174,41.0,32.0
SHOP002,31,Cappuccino,Ice Houseblend,0.5978260869565217,0.902893898143269,0.4891304347826087,0.9347826086956522,0.03260869565217391,53.0,56.0
SHOP002,32,Cappuccino,Ice Arabica,0.717391304347826,0.920774721067277,0.34782608695652173,0.9347826086956522,0.10869565217391304,58.0,68.0
SHOP002,33,Chamomile,-,0.6195652173913043,0.8907739673281686,0.44565217391304346,0.9565217391304348,-0.03260869565217391,51.0,48.0
SHOP002,34,Chocolate,Hot,0.3804347826086957,0.667571849251482,0.6521739130434783,0.967391304347826,-0.03260869565217391,51.0,48.0
SHOP002,35,Chocolate,Ice,0.7282608695652174,0.9266583254759615,0.33695652173913043,0.9347826086956522,0.11956521739130435,62.0,73.0
SHOP002,36,Cold Brew,-,0.5,0.7939992333804207,0.5543478260869565,0.9565217391304348,-0.08695652173913043,48.0,40.0
SHOP002,37,Chocolate (Gedhe),-,0.7065217391304348,0.9383148632568364,0.3695652173913043,0.9347826086956522,-0.03260869565217391,50.0,47.0
SHOP002,38,Creamy Klepon,-,0.532608695652174,0.8660254037844386,0.5543478260869565,0.9347826086956522,-0.010869565217391304,48.0,47.0
SHOP002,39,Donat Polos,-,0.6195652173913043,0.8784868413555109,0.44565217391304346,0.9456521739130435,-0.05434782608695652,50.0,45.0
SHOP002,4,Americano,Hot Houseblend,0.8260869565217391,1.0425720702853738,0.2826086956521739,0.9130434782608695,0.10869565217391304,60.0,70.0
SHOP002,40,Espresso Arabica,On The Rock,0.6195652173913043,0.9266583254759615,0.4782608695652174,0.9239130434782609,-0.03260869565217391,48.0,45.0
SHOP002,41,Espresso Arabica,Basic Espresso,0.5434782608695652,0.8209220690651828,0.5108695652173914,0.9565217391304348,-0.13043478260869565,47.0,35.0
SHOP002,42,Espresso Houseblend,On The Rock,0.5652173913043478,0.872278375988647,0.5217391304347826,0.9239130434782609,-0.06521739130434782,51.0,45.0
SHOP002,43,Espresso Houseblend,Basic Espresso,0.5108695652173914,0.8008148024519071,0.5543478260869565,0.9347826086956522,-0.16304347826086957,36.0,21.0
SHOP002,44,Extra Shot,Houseblend,0.5978260869565217,0.8275159265510557,0.44565217391304346,0.9565217391304348,0.09782608695652174,56.0,65.0
SHOP002,45,Extra Shot,Arabica,0.6304347826086957,0.8469895538599198,0.41304347826086957,0.9565217391304348,0.021739130434782608,54.0,56.0
SHOP002,46,Forbidden Berry,-,0.7717391304347826,0.9835605239881408,0.31521739130434784,0.9239130434782609,0.14130434782608695,52.0,65.0
SHOP002,47,Friendly Coffee,Hot double shot,0.5,0.7939992333804207,0.5652173913043478,0.9347826086956522,-0.021739130434782608,41.0,39.0
SHOP002,48,Friendly Coffee,Ice double shot,0.358695652173913,0.6341718324267314,0.6630434782608695,0.9782608695652174,-0.2717391304347826,34.0,9.0
SHOP002,49,Friendly Coffee,Hot,0.6956521739130435,1.0,0.42391304347826086,0.9130434782608695,0.043478260869565216,61.0,65.0
SHOP002,5,Americano,Ice Houesblend,0.6847826086956522,0.9266583254759615,0.3804347826086957,0.9565217391304348,0.11956521739130435,50.0,61.0
SHOP002,50,Friendly Coffee,Ice,0.5434782608695652,0.8968544062928813,0.5543478260869565,0.9239130434782609,-0.06521739130434782,48.0,42.0
SHOP002,51,Friendly Coffee (Gedhe),-,0.5217391304347826,0.7661308776828738,0.5108695652173914,0.967391304347826,-0.13043478260869565,47.0,35.0
SHOP002,52,Green Apple,-,0.44565217391304346,0.7298004491997617,0.5869565217391305,0.9782608695652174,-0.22826086956521738,43.0,22.0
SHOP002,53,Green Thai Tea,-,0.4782608695652174,0.7518094115561123,0.5652173913043478,0.9565217391304348,-0.08695652173913043,47.0,39.0
SHOP002,54,Green Thai Tea (Gedhe),-,0.5869565217391305,0.8846517369293828,0.4891304347826087,0.9456521739130435,-0.08695652173913043,57.0,49.0
SHOP002,55,Gula Gula,-,0.6956521739130435,0.8968544062928813,0.358695652173913,0.9456521739130435,0.08695652173913043,58.0,66.0
SHOP002,56,Happy Moca,Hot,0.75,1.0884771971408735,0.3695652173913043,0.9347826086956522,0.010869565217391304,61.0,62.0
SHOP002,57,Happy Moca,Ice,0.7065217391304348,0.9612039551927889,0.3804347826086957,0.9347826086956522,-0.010869565217391304,56.0,55.0
SHOP002,58,Hazelnut Latte,-,0.6195652173913043,0.8660254037844386,0.42391304347826086,0.9782608695652174,0.09782608695652174,53.0,62.0
SHOP002,59,Hazelnut Latte (Gedhe),-,0.6521739130434783,0.8968544062928813,0.42391304347826086,0.9239130434782609,0.043478260869565216,41.0,45.0
SHOP002,6,Americano,Hot Arabica,0.532608695652174,0.8008148024519071,0.5108695652173914,0.967391304347826,0.03260869565217391,46.0,49.0
SHOP002,60,Jasmine,Ice,0.7391304347826086,0.9325048082403138,0.32608695652173914,0.9347826086956522,0.15217391304347827,44.0,58.0
SHOP002,61,Jasmine,Hot,0.5543478260869565,0.8660254037844386,0.5108695652173914,0.9565217391304348,-0.18478260869565216,40.0,23.0
SHOP002,62,Jus Semangka,-,0.5543478260869565,0.8405484751817915,0.5217391304347826,0.9239130434782609,-0.14130434782608695,44.0,31.0
SHOP002,63,Lemon Tea,Hot,0.4673913043478261,0.7147514009901564,0.5543478260869565,0.9782608695652174,-0.010869565217391304,38.0,37.0
SHOP002,64,Lemon Tea,Ice,0.5652173913043478,0.7939992333804207,0.4673913043478261,0.967391304347826,0.043478260869565216,45.0,49.0
SHOP002,65,Lemons,-,0.5869565217391305,0.8597269536210951,0.4782608695652174,0.9456521739130435,0.043478260869565216,46.0,50.0
SHOP002,66,Matcha Espresso,-,0.7608695652173914,1.0,0.32608695652173914,0.9347826086956522,0.13043478260869565,59.0,71.0
SHOP002,67,Matcha Latte,Ice,0.532608695652174,0.7871246517492031,0.5108695652173914,0.9565217391304348,-0.03260869565217391,45.0,42.0
SHOP002,68,Matcha Latte,Hot,0.5,0.7801894976054939,0.5543478260869565,0.9456521739130435,0.0,31.0,31.0
SHOP002,69,Matcha Latte (Gedhe),-,0.6304347826086957,0.872278375988647,0.42391304347826086,0.9565217391304348,0.06521739130434782,51.0,57.0
SHOP002,7,Americano,Ice Arabica,0.5543478260869565,0.8784868413555109,0.5217391304347826,0.9456521739130435,-0.16304347826086957,38.0,23.0
SHOP002,70,Matchapresso,-,0.532608695652174,0.7731921410338582,0.5,0.967391304347826,-0.010869565217391304,34.0,33.0
SHOP002,71,Matchapresso (Gedhe),-,0.5978260869565217,0.9266583254759615,0.5,0.9347826086956522,-0.20652173913043478,45.0,26.0
SHOP002,72,Moody,-,0.5108695652173914,0.8275159265510557,0.5760869565217391,0.9130434782608695,-0.29347826086956524,39.0,12.0
SHOP002,73,Nostaltea,-,0.6739130434782609,0.8968544062928813,0.3804347826086957,0.9565217391304348,0.15217391304347827,46.0,60.0
SHOP002,74,Not Tiramisu Latte,-,0.5652173913043478,0.7939992333804207,0.4673913043478261,0.967391304347826,0.021739130434782608,39.0,41.0
SHOP002,75,Not Tiramisu Latte (Gedhe),-,0.5,0.7939992333804207,0.5543478260869565,0.9565217391304348,-0.043478260869565216,52.0,48.0
SHOP002,76,Nutella Meses,-,0.44565217391304346,0.7731921410338582,0.6304347826086957,0.9239130434782609,-0.22826086956521738,37.0,16.0
SHOP002,77,Red Apple,-,0.8369565217391305,1.0683184674178796,0.2717391304347826,0.9239130434782609,0.18478260869565216,55.0,72.0
SHOP002,78,Red Liquid,-,0.6630434782608695,0.9148532788043832,0.41304347826086957,0.9347826086956522,0.07608695652173914,64.0,71.0
SHOP002,79,Shakencano,-,0.6413043478260869,0.9148532788043832,0.43478260869565216,0.9456521739130435,0.07608695652173914,48.0,55.0
SHOP002,8,Apple Pie Latte,-,0.6086956521739131,0.8597269536210951,0.44565217391304346,0.9565217391304348,0.021739130434782608,51.0,53.0
SHOP002,80,Sitrus Cafe,-,0.5434782608695652,0.8340576562282991,0.5217391304347826,0.9456521739130435,-0.021739130434782608,53.0,51.0
SHOP002,81,Soft Tea,-,0.6304347826086957,0.8846517369293828,0.43478260869565216,0.9456521739130435,0.043478260869565216,50.0,54.0
SHOP002,82,Summer,-,0.5760869565217391,0.7871246517492031,0.44565217391304346,0.9782608695652174,0.03260869565217391,46.0,49.0
SHOP002,83,Sunset,-,0.7065217391304348,0.9148532788043832,0.358695652173913,0.9347826086956522,0.09782608695652174,50.0,59.0
SHOP002,84,Susu Oat,-,0.34782608695652173,0.6426845869171515,0.6847826086956522,0.967391304347826,-0.2391304347826087,36.0,14.0
SHOP002,85,Thai Tea,-,0.5434782608695652,0.872278375988647,0.5543478260869565,0.9130434782608695,-0.17391304347826086,47.0,31.0
SHOP002,86,Thai Tea (Gedhe),-,0.532608695652174,0.8533820185387183,0.5543478260869565,0.9239130434782609,-0.09782608695652174,50.0,41.0
SHOP002,87,Upgrade Beans (Arabica),-,0.6304347826086957,0.8340576562282991,0.40217391304347827,0.967391304347826,0.021739130434782608,49.0,51.0
SHOP002,88,Vanilla Latte,-,0.7717391304347826,0.9835605239881408,0.30434782608695654,0.9456521739130435,0.11956521739130435,62.0,73.0
SHOP002,89,Vanilla Latte (Gedhe),-,0.6847826086956522,0.8907739673281686,0.3695652173913043,0.9456521739130435,0.07608695652173914,45.0,52.0
SHOP002,9,Apple Pie Latte (Gedhe),-,0.6413043478260869,0.9383148632568364,0.45652173913043476,0.9239130434782609,-0.07608695652173914,51.0,44.0
SHOP002,90,WHITE,-,0.4673913043478261,0.7147514009901564,0.5543478260869565,0.9782608695652174,-0.05434782608695652,37.0,32.0
SHOP002,91,WHITE,Houseblend,0.7065217391304348,0.8784868413555109,0.32608695652173914,0.967391304347826,0.2717391304347826,53.0,78.0
SHOP002,92,WHITE,Arabica,0.4673913043478261,0.7445453821540743,0.5760869565217391,0.9565217391304348,-0.03260869565217391,40.0,37.0
SHOP002,93,Croffle,-,0.4673913043478261,0.8008148024519071,0.5978260869565217,0.9565217391304348,-0.14130434782608695,36.0,23.0
SHOP002,94,Creamy Chocolate Cake,-,0.358695652173913,0.6510860492118233,0.6630434782608695,0.9891304347826086,-0.07608695652173914,40.0,33.0
SHOP002,95,Waffle,-,0.6195652173913043,0.8405484751817915,0.42391304347826086,0.9565217391304348,0.07608695652173914,45.0,52.0
SHOP002,96,Pisang Coklat,-,0.6521739130434783,0.8597269536210951,0.391304347826087,0.9565217391304348,0.021739130434782608,53.0,55.0
SHOP003,10,BLACK,-,0.6304347826086957,0.8597269536210951,0.42391304347826086,0.9456521739130435,0.13043478260869565,77.0,89.0
SHOP003,11,BLACK,Houseblend,0.6195652173913043,0.8275159265510557,0.41304347826086957,0.967391304347826,0.16304347826086957,70.0,85.0
SHOP003,12,BLACK,Arabica,0.7934782608695652,1.0268144068364822,0.30434782608695654,0.9239130434782609,0.11956521739130435,72.0,83.0
